区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
海南·三亚·崖州区,大小洞天,3748366838,陵墓陵园,5A景区,热度 0.78,海南省三亚市以西四十公里（崖城镇南山村）,具备山、海、天一色的道家文化景区,"109.186963,18.307148"
河北·唐山·遵化市,清东陵,593216851,陵墓陵园,5A景区,热度 1.0,河北省唐山市遵化市西北30公里处,众多清朝帝王和皇后的宏伟陵墓建筑群,"117.712436,40.136521"
河北·保定·易县,清西陵,888618907,陵墓陵园,4A景区,热度 0.86,河北省保定市易县县城西15公里处的永宁山下,是一处典型的清代古建筑群,"115.352505,39.355767"
陕西·咸阳·乾县,乾陵,441556452,陵墓陵园,4A景区,热度 1.0,陕西省咸阳市乾县城北6公里梁山上,一代女皇圣地，千古盛唐乾陵,"108.226308,34.577233"
辽宁·沈阳·皇姑区,沈阳昭陵（北陵公园）,3174299159,陵墓陵园,4A景区,热度 0.82,辽宁省沈阳市皇姑区北郊泰山路12号,清代皇家陵寝和现代园林合一的游览胜地,"123.434063,41.85812"
吉林·延边·敦化市,六鼎山文化旅游区,943689886,陵墓陵园,5A景区,热度 0.0,吉林省延边州敦化市吉林敦化六鼎山文化旅游区,文化圣境 ，度假天堂,"128.25024,43.32451"
山东·济宁·三孔,曲阜孔林,1848825924,陵墓陵园,5A景区,热度 0.8400000000000001,山东省济宁市曲阜城北,碑石如林，石仪成群，是名副其实的碑林,"116.999139,35.624655"
湖北·荆门·钟祥市,明显陵,1442637637,陵墓陵园,4A景区,热度 0.8800000000000001,湖北省荆门钟祥市,规划布局与建筑手法具有其独特之处,"112.638341,31.209101"
陕西·汉中·勉县,汉中马超墓,554067026,陵墓陵园,,热度 0.0,"陕西省汉中市勉县城西马公祠村,与武侯祠相距约1公里处",一代蜀汉名将之墓,"106.646857,33.157997"
河南·周口·淮阳县,伏曦太昊陵,2719438475,陵墓陵园,4A景区,热度 0.7,河南周口市淮阳县羲皇故都风景名胜区,古柏夹道、碑刻林立、晨钟墓鼓、声闻数里,"114.893598,33.753932"
江苏·徐州·九里区,龟山汉墓,1037657140,陵墓陵园,3A景区,热度 0.96,江苏省徐州市九里经济开发区襄王北路3号,世界罕见，中华一绝,"117.144217,34.313706"
湖北·荆州·荆州区,荆州楚王车马阵景区,1235246971,陵墓陵园,,热度 0.0,湖北省荆州市荆州区川店镇张场村,享有“全国重点文物保护单位”之称,"112.021639,30.616244"
河北·保定·满城县,满城汉墓,3376839007,陵墓陵园,4A景区,热度 0.78,河北省保定市满城县中山西路,西汉中山靖王之墓，100项考古发现之一,"115.307398,38.955251"
湖南·岳阳·岳阳楼—君山岛景区,小乔墓,1872276957,陵墓陵园,,热度 0.0,湖南省岳阳市岳阳楼区岳阳楼,园内建筑，覆以青色琉璃，具有江南园林风格,"113.101107,29.388857"
辽宁·沈阳·东陵区,沈阳清福陵,946011465,陵墓陵园,4A景区,热度 0.7,辽宁省沈阳市东陵区东街81号,清太祖努尔哈赤和孝慈高皇后陵墓,"123.597549,41.835813"
吉林·通化·集安市,高句丽文物古迹旅游景区,2254551546,陵墓陵园,4A景区,热度 0.0,吉林省通化集安市集青公路与将军路交汇处,高句丽王陵墓葬，被列入世界文化遗产名录,"126.226744,41.154175"
安徽·合肥·包公园,包公墓,3692659438,陵墓陵园,,热度 0.74,安徽合肥市芜湖路58号,与包公祠紧紧相连,"117.297009,31.858315"
内蒙古·鄂尔多斯·伊金霍洛旗,成吉思汗陵旅游景区,1792702710,陵墓陵园,5A景区,热度 1.0,内蒙古省鄂尔多斯市伊金霍洛旗伊金霍洛镇,真实再现成吉思汗率军出征实景的大型军阵,"109.832426,39.369384"
河南·平顶山·郏县,三苏园,3878857967,陵墓陵园,4A景区,热度 0.0,河南省平顶山市郏县茨笆镇苏坟村,古柏参天遮日，夜晚山风来袭,"113.105898,34.081349"
安徽·滁州·凤阳县,明皇陵,1265603336,陵墓陵园,,热度 0.76,安徽省滁州市凤阳县城太平乡,被国务院列为全国重点文物保护单位,"117.531895,32.821603"
湖南·永州·九嶷山,舜帝陵,3549075042,陵墓陵园,4A景区,热度 0.0,湖南省永州市宁远县281乡道,是为纪念中华民族始祖舜帝，而修建的陵寝,"110.922298,35.120575"
湖南·株洲·炎陵,湖南炎帝陵,2330982243,陵墓陵园,4A景区,热度 1.0,湖南省株洲市炎陵县鹿原镇鹿原陂,我们都是炎黄子孙，拜祖,"113.676866,26.422129"
新疆·喀什·喀什市,香妃墓,2716805410,陵墓陵园,3A景区,热度 1.0,新疆喀什市市区东北郊浩罕村,造型宏伟壮观，为整个建筑群之冠,"76.042429,39.502291"
山西·忻州·芦芽山,石门悬棺,3861969978,陵墓陵园,,热度 0.0,山西省宁武县东寨镇石门悬棺,那绝壁上的悬棺，究竟有何玄关,"112.096486,38.926304"
河北·唐山·遵化市,万佛园,3717204477,陵墓陵园,4A景区,热度 0.72,河北省唐山遵化市东陵乡元宝山村,集人文景观、旅游、参学为一体的佛教胜地,"117.633312,40.192823"
陕西·宝鸡·金台区,大唐秦王陵,2319398285,陵墓陵园,3A景区,热度 0.0,陕西省宝鸡市金台区北坡公园顶端陵原村东侧,得到心灵的震撼，历史文化的陶冶,"107.117706,34.402981"
山西·临汾·尧都区,尧帝陵,3214662079,陵墓陵园,,热度 0.72,山西省临汾市尧都区,千古帝陵,"111.796576,36.073515"
新疆·吐鲁番·吐鲁番市,阿斯塔那古墓群,1832309791,陵墓陵园,,热度 0.0,新疆吐鲁番市三堡乡向北2.5公里,这里出土的木乃伊，足可与埃及木乃伊相媲美,"89.537959,42.888903"
辽宁·抚顺·新宾县,清永陵,897352385,陵墓陵园,,热度 0.82,辽宁省抚顺市新宾满族自治县永陵镇,具有我国建筑的传统和满族艺术风格,"124.809197,41.716096"
山西·晋城·高平市,炎帝陵,2203261185,陵墓陵园,3A景区,热度 0.0,山西省晋城市高平市东北17公里处庄里村,中华民族的始祖炎帝长眠于此,"113.02828684034,35.924215409034"
四川·阿坝藏族羌族自治州·汶川特别旅游区,映秀地震遗址,1859308319,陵墓陵园,4A景区,热度 0.7,四川阿坝州汶川县映秀镇,汶川地震震中纪念地，遗迹让人次次驻足,"103.49807,31.063224"
陕西·咸阳·礼泉县,唐昭陵,2448087962,陵墓陵园,,热度 0.7,陕西省咸阳市礼泉县,古代帝王依山陵，唐代开放的缩影,"108.494695,34.638566"
山东·菏泽·定陶县,仿山,2632187066,陵墓陵园,3A景区,热度 0.0,山东省菏泽市定陶县城北6公里,周代曹国国君墓地，其文化底蕴深厚,"115.529951,35.101374"
广西·桂林·叠彩区,桂林靖江王陵,3053511193,陵墓陵园,,热度 0.7,广西桂林尧山的西南麓,苍松翠柏与红墙朱殿交相辉映，气势磅礴,"110.370757,25.297361"
安徽·亳州·谯城区,张园汉墓,461746128,陵墓陵园,,热度 0.0,安徽省亳州市谯城区魏武大道1064号旁,大型砖结构多室墓，了解古墓文化和构造,"115.793986,33.866898"
内蒙古·鄂尔多斯·伊金霍洛旗,成吉思汗陵,1485211223,陵墓陵园,5A景区,热度 0.0,内蒙古鄂尔多斯市伊金霍洛旗伊金霍洛镇,世界蒙古民族心灵胜地,"109.793039,39.376552"
陕西·西安·周至县,终南山古楼观,2858774947,陵墓陵园,,热度 0.0,陕西省西安周至县终南山楼观台,道教宫观，彰显道源仙都的气魄,"108.335392,34.064947"
江苏·淮安·盱眙县,明祖陵,2284444987,陵墓陵园,,热度 0.86,江苏省淮安市盱眙县明祖陵镇境内,文物众多，全国重点文物保护单位,"118.479806,33.081578"
河南·郑州·新密市,打虎亭汉墓,841802442,陵墓陵园,,热度 0.0,河南省郑州市新密市,打虎亭汉墓，位于河南省新密市，东西两墓并列，距今已有1800多年。这是两座东西并列的大型东汉墓。西为画像石墓，东为壁画墓,"113.299817,34.518038"
广东·广州·越秀区,黄花岗七十二烈士陵园,3262957679,陵墓陵园,4A景区,热度 0.7,广东省广州市越秀区黄花岗七十二烈士陵园,近代革命策源地的重要见证，重点文保单位,"113.301578,23.146328"
河南·安阳·内黄县,颛顼帝喾陵,3051551947,陵墓陵园,,热度 0.7,河南省安阳市内黄县梁庄镇三杨庄村,稀有植物生长其中，给人以回归自然的感觉,"114.766374,35.73914"
马德里自治区·马德里,烈士谷,852900915,陵墓陵园,,热度 0.0,西班牙马德里,纪念埋葬在西班牙内战中死去的人,"-4.1620658723944,40.635858520891"
安徽·六安·寿县,淮南王刘安墓,351765356,陵墓陵园,,热度 0.74,安徽寿县城北门外八公山下,墓区翠树环绕，可抚古追今，令人流连忘返,"116.789702,32.606728"
河南·郑州·巩义市,北宋皇陵,1284219918,陵墓陵园,,热度 0.72,河南-郑州,规模庞大、气势雄伟的皇家陵墓群,"112.9915,34.745189"
江苏·南京·雨花台区,菊花台九烈士墓,1055273178,陵墓陵园,,热度 0.7,江苏省南京市雨花台区近郊雨花台西边,扇形墓茔，闹中取静，烈士精神，于此长存,"118.787456,32.001802"
北京·北京·石景山区,北京田义墓博物馆,205922855,陵墓陵园,,热度 0.0,北京石景山区翠微山脚下，模式口大街80号,宦官历史为题材的专题博物馆,"116.164663,39.941118"
山东·济宁·邹城市,明鲁荒王陵,1660952303,陵墓陵园,3A景区,热度 0.7,山东省邹城市城邹城市中心店镇尚寨村,规模宏大，建筑典雅富丽，文物丰富珍贵,"117.017808,35.482372"
山东·济宁·曲阜,少昊陵,3370141800,陵墓陵园,3A景区,热度 0.72,座落在曲阜城东4公里的旧县村东北,我国著名的古帝陵之一,"117.045331,35.615203"
浙江·绍兴·会稽山,大禹陵,3115455073,陵墓陵园,,热度 0.8,浙江省绍兴市绍兴县大禹陵景区会稽山,睹治水英雄的风采，纪念其丰功伟业,"120.619763,29.970299"
北京·北京·房山区,金祖山风景区,4191037772,陵墓陵园,,热度 0.0,北京市房山区周口店镇车厂村金祖山风景区,山顶拥有背景极为少见的空中草原,"115.926742,39.743434"
新疆·伊犁·昭苏县,细君公主墓,2144855335,陵墓陵园,,热度 0.0,新疆省伊犁市哈萨克自治州昭苏县夏塔乡,塞塘渡鹤影，冷月葬花魂,"80.594643,42.674672"
山东·济宁·嘉祥县,武氏墓群石刻,4245612997,陵墓陵园,,热度 0.0,山东省济宁市嘉祥县武翟山村,武氏墓群石刻，俗称武梁祠。原是东汉末年嘉祥仕宦世家武氏的一处祠堂，祠堂始建于桓帝建和元（公元147年）祠内石刻包括石 、,"116.354192,35.28906"
浙江·杭州·临安市,钱王陵,2778842436,陵墓陵园,3A景区,热度 0.7,浙江省杭州临安市锦城镇衣锦街338号,浙江省爱国主义教育基地,"119.732618,30.240511"
湖北·恩施·鹤峰县,恩施满山红烈士陵园,4022480113,陵墓陵园,,热度 0.7,湖北省恩施市鹤峰县美容镇八峰山麓,遍布苍松翠柏，整个陵园庄严明丽,"110.063701,29.887772"
新疆·伊犁·昭苏县,细君公主墓,2144855335,陵墓陵园,,热度 0.0,新疆省伊犁市哈萨克自治州昭苏县夏塔乡,塞塘渡鹤影，冷月葬花魂,"80.594643,42.674672"
河北·唐山·遵化市,慈安慈禧陵,2392501319,陵墓陵园,,热度 0.0,河北省唐山市遵化市,殿里外贴金彩绘，明柱盘旋金龙，金碧辉煌,"117.651993,40.195319"
云南·大理·大理市,万人冢,744468626,陵墓陵园,,热度 0.7,云南省大理市,唯有苍山公道雪，年年披白吊忠魂,"100.2234639998,25.594878227616"
湖南·永州·祁阳县,浯溪碑林,2373331310,陵墓陵园,4A景区,热度 0.8400000000000001,湖南省永州市祁阳县城西南的湘江西岸,百姓喜爱的湖南省景、湖南新潇湘八景,"111.855427,26.570362"
安徽·宣城·泾县,皖南事变烈士陵园,3869489409,陵墓陵园,4A景区,热度 0.78,安徽省宣城市泾县水西山,建筑布局完整有序，园内氛围庄严肃穆,"118.403658,30.702543"
云南·保山·滇西抗战纪念馆,国殇墓园,3478647189,陵墓陵园,,热度 0.0,云南保山腾冲县腾越旅游文化园叠水河瀑布一侧山坡上,具有独特的历史价值与强烈的震撼力,"98.488111372946,25.032554321272"
江苏·苏州·沧浪区,唐寅园,3899168604,陵墓陵园,,热度 0.0,江苏省苏州市沧浪区解放西路146号,对江南才子感兴趣的游客绝对不能错过,"120.598425,31.283602"
安徽·亳州·曹氏宗族墓群,曹腾墓,3583219570,陵墓陵园,,热度 0.0,安徽省亳州市谯城区魏武大道1029曹氏宗族墓群内,全国重点文物保护单位,"115.793377,33.869497"
江西·九江·九江县,岳母祠,1500882956,陵墓陵园,,热度 0.0,江西九江市九江县岳母墓路,宋岳忠武王姚夫人之母,"115.881162,29.598093"
罗马,塞西利亚•梅特拉墓穴,1134156474,陵墓陵园,,热度 0.0,"Via Appia Antica, 161",探索墓穴奥秘,"0.0,0.0"
甘肃·酒泉·敦煌市,西晋壁画墓,2435488416,陵墓陵园,,热度 0.0,甘肃省酒泉市敦煌市城东六公里处的佛爷庙湾西晋画像砖墓,反映了西晋时期的各个方面,"94.718319,40.109492"
贵州·遵义·红花岗区,邓萍烈士墓,3724666440,陵墓陵园,,热度 0.0,贵州省遵义市红花岗区凤凰山,革命烈士长眠,"106.953908,27.662107"
浙江·温州·平阳县,西晋墓,1748344731,陵墓陵园,,热度 0.7,浙江省温州市平阳县种玉乡横河村,西晋时期的古墓，陪葬品丰富多样,"120.56360655822,27.616729463766"
海南·海口·龙华区,海瑞墓,2777512326,陵墓陵园,,热度 0.82,海南省海口市龙华区丘海大道39号,海瑞墓位于海口市西郊滨涯村。海瑞（1514－1587年），字汝贤，一字国开，号刚峰，琼山市府城镇金花村人。举乡试入都，恩,"110.30203,20.01199"
山西·大同·浑源县,麻庄汉墓群,3475567287,陵墓陵园,,热度 0.7,山西大同浑源县之麻庄村,县城西北１７里之麻庄村，共有汉墓１４个,"113.684496,39.707224"
江苏·镇江·句容市,南朝萧绩墓,2611396075,陵墓陵园,,热度 0.7,中国江苏镇江句容市,南朝萧绩墓石刻在句容市石狮沟村东南。萧绩是梁武帝萧衍的第四子，死于中大通元年（529年）。墓前遗存石兽和石柱各一对，石兽,"119.097457,31.973184"
甘肃·天水·甘谷县,姜维墓,2864115900,陵墓陵园,,热度 0.7,甘肃省天水甘谷县姜维墓　,县级文物保护单位和爱国主义教育基地,"105.388147,34.737813"
湖北·荆州·荆州区,明辽简王墓,3458197322,陵墓陵园,,热度 0.7,湖北省荆州市荆州区,位于八岭山中部。墓主朱植，系明太祖朱元璋第十五子，于洪武二十五年（公元1392年）封辽王，就藩广宁（今辽宁北镇县）。建文,"112.12324531838,30.457573642864"
辽宁·朝阳·朝阳县,东晋壁画墓,2415704362,陵墓陵园,,热度 0.72,辽宁省朝阳县,侍女图、射猎图、 秦食图、庖橱图,"120.428206,41.490037"
浙江·温州·乐清市,群山两晋墓,277844686,陵墓陵园,,热度 0.7,浙江温州市,在乐清石帆乡竹屿小群山东北坡,"121.02323041348,28.16761833173"
内蒙古·赤峰·阿鲁科尔沁旗,耶律羽之墓群,3201031342,陵墓陵园,,热度 0.7,内蒙古赤峰阿鲁科尔沁旗,内蒙古十大发现--耶律羽之家族墓群。阿旗有文字记载和文物佐证的历史就有5000多年。全旗境内有古遗址204处，古窑址7处,"120.07805001923,43.875985094869"
河南·许昌·许昌县,贾诩墓,2235149379,陵墓陵园,,热度 0.0,河南省许昌市许昌县北10公里尚集乡岗朱村,墓室后被破坏，出土的陶器也被砸毁,"113.877921,34.146313"
河南·商丘·虞城县,仓颉墓,2148639804,陵墓陵园,,热度 0.7,河南商丘市虞城县,康熙九年重修大殿，为三门出厦，八砖扣顶,"115.748212,34.508673"
山西·朔州·怀仁县,丹阳王墓,1068772269,陵墓陵园,,热度 0.7,山西省朔州市怀仁县城北4公里的大运公路边,丹阳王墓位于怀仁县城北4公里的大运公路边。《怀仁县志》记载墓主人是丹阳王叔孙建，但无确凿史料及出土文物为证。建造年代当是,"112.474531,39.388925"
